item_id,attribute_list
4332,13526 731 6922 5015 1870 15685 10123 17585 6202 1742
4333,9125 17340 17898 3868 11235 5970 9332 16394 4977 10632
4334,10215 9978 6391 8052 17347 3181 2158 10378 9296 12941
4335,15785 14923 14917 14868 15880 6530 12584 1117 12575 15831
4336,9392 1890 758 12943 8844 8838 8875 8898 8834 8921
4337,4887 1185 2987 14358 15119 5819 1080 5464 14955 3176
4338,2720 11324 12402 1464 6947 15443 15486 15487 2386 6676
4339,1397 1156 2583 16283 15926 3082 17704 10309 12457 3511
4340,2843 14060 10338 13576 5367 4719 11723 11750 11746 11730
4341,5212 9392 11057 16342 13231 2987 4887 1185 758 1890
4342,10338 2843 5367 5250 14060 13576 4719 4265 2770 11155
4343,14259 14456 12548 14917 3769 15079 3775 14923 12556 5713
4344,14449 12584 12548 15922 14868 14456 15831 14397 14917 15785
4345,7332 2583 1156 10279 14592 7753 5390 11148 8446 6209
4346,1890 758 1261 5221 4388 1070 4630 5213 480 5207
4347,9865 5880 10123 6202 5015 7702 8841 15685 17961 6922
4348,2178 2204 5212 9392 4887 2987 1890 758 5367 13576
4349,5433 4416 13022 16867 4420 4418 13015 4415 16869 4407
4350,1137 4770 4934 5847 4932 272 4275 15487 15486 4280
4351,7702 6202 17585 5880 13526 731 9865 6579 8841 1742
4352,13231 4265 3992 3953 3955 4025 3976 1730 4023 4009
4353,14899 16432 17420 17490 13606 15770 17245 12465 12138 13918
4354,10943 4265 7001 11057 16342 2204 2178 12943 13237 1890
4355,10500 3659 15952 2094 10197 7677 6139 7679 9173 13830
4356,248 5247 5209 5410 5105 4742 4743 249 4986 629
4357,17339 241 5643 11214 10976 597 9567 1433 14587 5823
4358,2987 4887 1185 339 331 333 329 4362 955 4532
4359,11057 16342 1661 6063 1669 6071 1547 4009 6041 6051
4360,7083 6589 6940 10302 10432 5245 16076 16105 2559 1882
4361,758 1890 13227 3188 12711 9875 14818 756 7364 13691
4362,13415 3870 3848 8557 8558 16477 8567 8573 8541 3869
4363,2987 4887 6823 1446 12807 12415 6947 6891 12748 1946
4364,13237 16342 11057 12943 4265 8326 14528 1900 1901 1902
4365,1890 758 9392 5212 1137 5317 5474 213 1140 629
4366,10502 10518 10426 10447 10458 10468 10470 10478 10484 10390
4367,1205 1633 2793 2386 1464 14851 1882 14473 1521 2748
4368,13153 17272 16297 11465 2094 3892 17268 9153 16291 3896
4369,758 1890 5212 9392 5221 5670 4617 538 4614 4630
4370,14123 14116 14222 14189 14188 14167 14153 17089 14137 14260
4371,2843 758 16342 5250 1890 11057 15272 3403 15269 15270
4372,8681 17381 3855 5786 3200 17344 17307 17376 17393 8697
4373,12078 12534 13093 12567 15593 4178 4847 8693 12800 4804
4374,10881 8054 7978 10906 8023 8032 7939 17729 10834 17740
4375,17339 1433 17188 5428 5823 14587 11214 5643 10976 2924
4376,7257 13282 7142 7184 7216 13321 13449 7290 7268 7099
4377,9676 3265 5841 6361 7286 169 4719 10500 15769 14168
4378,15617 15516 15373 6854 15725 6758 6666 6749 15482 15603
4379,2473 2471 2479 14218 6675 15992 2472 16000 8146 11310
4380,4265 14377 8683 2019 8676 8678 14414 14347 14362 14419
4381,1890 758 7001 11057 10943 9392 5212 5670 4916 4924
4382,8494 10534 1709 10560 10390 16636 6139 6103 4009 8431
4383,4719 293 4791 4789 291 4743 663 4843 298 4729
4384,14125 5794 8774 17273 14267 8435 10137 15917 9555 8144
4385,8494 8513 8431 8441 8465 8467 8476 8491 8401 8557
4386,13937 13940 13908 13914 7355 11254 489 13931 11241 482
4387,13237 17381 9817 17670 17393 17900 9790 8531 17203 17376
4388,489 17376 17381 17203 2200 8032 8023 17737 482 17457
4389,17203 6823 1542 587 9342 17442 17907 17048 17050 6696
4390,5212 1742 731 15685 7702 5015 1870 6202 6579 6922
4391,2552 11215 11759 3814 2555 16619 2553 16618 13731 14687
4392,14734 6310 9329 13298 14727 6290 9327 8769 6304 8050
4393,169 13237 11537 2970 14220 258 4144 11076 8980 8187
4394,758 1890 4265 9392 731 1742 7702 9865 6202 8841
4395,1833 6787 2382 3799 5928 17126 9520 763 4518 9744
4396,2793 2808 2790 14139 1245 1633 1236 1882 1205 1229
4397,9125 17340 11027 14884 14883 2575 13467 5428 11356 10632
4398,12465 12872 15770 14899 13918 13606 17245 16432 16509 16220
4399,1709 16934 14123 1722 1720 3661 17625 1715 14137 2979
4400,10943 7001 6354 4719 2204 5367 14060 10338 2843 2178
4401,271 741 89 436 2673 5411 2807 808 2669 5298
4402,6595 13561 10800 11107 10838 14149 14665 1185 2987 14918
4403,5403 3659 10500 17159 15151 3291 7407 11650 7423 3351
4404,1619 1607 1709 1669 1661 1648 1720 1547 1569 1722
4405,8326 2808 1586 1464 2649 14851 2386 2665 1446 1633
4406,2121 489 464 587 2200 550 677 434 615 439
4407,17585 1870 8841 15685 6202 1742 5880 6922 6579 9865
4408,1890 758 246 258 3157 4144 14220 11076 8980 14932
4409,4465 550 7142 17442 14029 17556 10906 12227 13554 5273
4410,615 3955 3958 482 1648 2192 677 4009 1661 3953
4411,12807 6754 12820 482 12473 587 2121 14139 15368 6891
4412,2307 10354 17235 17751 17752 17442 7978 2298 2301 16161
4413,10504 10502 15743 16634 14697 14696 14695 14693 8615 14691
4414,4413 4412 4678 5801 4896 4865 5797 4861 4900 4711
4415,4795 4265 149 5823 2068 10589 7305 4764 2381 9118
4416,5836 5833 1005 4742 4743 5847 5819 973 4729 985
4417,4265 5212 1569 6071 4077 1547 4055 6051 4093 1554
4418,10943 5433 2846 4729 4240 4711 4721 697 4742 12473
4419,7001 10943 4265 6354 7851 7433 9520 15148 7879 10962
4420,5212 5305 4914 4170 5086 4630 5575 453 407 4617
4421,758 1890 11692 4395 11694 169 17540 11840 12456 1189
4422,7512 8752 8742 8743 17051 11495 2376 14278 12380 14277
4423,16856 9403 10238 17752 17751 8738 17740 8242 17737 9402
4424,1185 4887 2987 6210 14149 13561 6595 14665 11107 10838
4425,15039 6461 11157 3342 14004 6339 6050 10976 2924 2067
4426,4029 4023 1725 1730 1736 4094 4077 4055 1715 4025
4427,16538 10834 10194 7524 2027 7505 2192 16543 17921 17235
4428,2178 2204 11057 16342 7001 6354 10943 1890 758 12238
4429,15109 5922 12682 6356 6530 3593 14341 3586 921 5849
4430,1498 15392 15373 13191 2324 8232 8231 5744 1495 1484
4431,5100 5105 5075 5086 5099 5066 405 5130 5043 5110
4432,12943 13237 4265 758 1890 13721 8395 16411 8392 10298
4433,15685 8841 9865 1742 17585 8502 6202 6922 7702 10123
4434,4265 3659 11170 7495 11150 14707 8854 16494 16415 11166
4435,16342 8635 8666 8573 8591 8603 8615 8632 8558 8683
4436,4719 4265 13231 5367 10338 13576 2843 14060 5250 6210
4437,17442 10066 8572 17854 8023 8032 17308 17307 8531 10060
4438,4719 11694 11692 6461 11157 14004 3342 6339 17813 16693
4439,17752 17751 9224 17307 17308 9953 9258 17759 17813 17344
4440,12285 2636 7377 14605 10182 8938 12281 9606 10184 13497
4441,4719 13231 8326 12548 14917 14923 15831 2846 14456 12556
4442,16342 11057 1890 758 5212 17389 17396 17386 9209 6646
4443,13231 4719 17395 17417 13878 17540 8270 3572 8435 5275
4444,758 1890 2987 4887 2178 1185 2204 15911 11465 2920
4445,587 2152 2109 464 677 489 615 439 444 2121
4446,1890 758 5066 4093 190 4729 4009 187 4094 4721
4447,16618 16619 8203 8591 10470 8207 10468 16608 16594 8567
4448,17759 17830 17235 17203 17729 17737 17740 17751 17752 17259
4449,12943 3992 1720 3958 1619 3976 6103 1730 1725 1722
4450,14953 16576 16557 2393 16558 16559 6248 7118 12199 7117
4451,7251 14508 14510 7246 14509 7248 7249 7250 7242 7252
4452,15274 2782 13227 756 11409 14818 17373 13691 3188 15244
4453,15508 232 9306 7851 9744 9945 10962 11633 1623 8372
4454,2987 1890 1185 758 4887 13884 14652 3957 16875 17343
4455,758 1890 9392 5212 1176 1181 1187 1140 5836 5847
4456,9392 5099 14687 5100 14691 14693 14696 14695 14726 739
4457,6354 10943 7001 758 5212 1890 11057 2204 9392 4265
4458,16114 84 6210 7681 12765 7264 3890 10338 13576 14060
4459,13237 11764 1793 14222 9635 15237 10566 17520 17513 16893
4460,5880 6922 8841 9865 1742 5015 15685 6202 7702 17585
4461,13231 8326 17339 1433 6223 7577 14587 15965 5643 6050
4462,4719 13231 11155 11494 14267 8144 3572 11334 10137 8270
4463,13237 12943 8326 11944 3235 11959 11973 12015 12031 11940
4464,3707 11262 14587 10589 4764 6223 149 10976 14883 5643
4465,4887 2987 1185 4244 5292 5291 5869 5284 4240 5299
4466,8076 3829 8060 12442 8073 10162 2697 15290 15346 3830
4467,8326 3817 15917 14267 11334 5128 8144 6129 8435 13357
4468,8326 5250 2843 5367 13576 4795 4265 14060 10338 11494
4469,953 663 223 5086 5605 4121 5611 4119 4126 4396
4470,9897 14405 16415 9879 8735 10831 8730 16411 15060 16162
4471,2690 7919 7929 2678 15805 2682 15800 15796 11389 7915
4472,758 1890 2987 1185 4887 17388 7036 1715 13755 17389
4473,482 10881 11359 5050 5047 11362 12311 17670 489 10060
4474,1633 2558 14102 2657 2456 2544 1503 1882 2386 1521
4475,758 1890 1946 14500 12807 12820 12825 14107 14473 14102
4476,16342 11057 17020 1189 2616 16292 12456 13231 5212 9392
4477,10060 8023 7355 7347 17344 11034 7319 17737 7371 10066
4478,10943 6354 11057 7001 16342 12748 12820 12825 12807 5212
4479,9953 9224 9138 9148 8681 9164 8139 8242 8652 10060
4480,3223 5620 5434 6530 14358 5635 1766 1080 15300 3855
4481,507 5074 494 5066 500 480 516 512 5043 5075
4482,17202 13042 9737 17029 10404 11962 7336 10702 294 12922
4483,6210 12765 16114 7681 84 3890 12045 2326 2328 15796
4484,1890 758 10943 4265 16324 11539 7716 13597 14341 2298
4485,17751 9462 17900 9507 17556 17553 17752 9402 9403 9575
4486,13237 12943 4265 6139 6112 6103 13274 13236 1648 13267
4487,3704 17905 1661 3470 6597 17396 6602 3160 13059 10274
4488,6210 10943 7001 9657 14528 10760 6793 9658 10762 13677
4489,8124 8128 10719 8073 8076 10711 10707 8111 8118 8060
4490,10943 6354 7001 9392 14060 1890 10338 758 15433 15434
4491,8054 4162 11377 17740 17737 9322 10446 9342 17729 17751
4492,9392 7001 6354 5212 6129 1986 11334 11494 8144 14125
4493,6210 16114 10838 10800 11107 7264 12765 1185 4887 2987
4494,1890 5212 758 10500 3659 10574 16717 16693 8023 8054
4495,15926 16283 3082 2583 17704 16008 2021 12640 2015 2030
4496,758 169 1890 258 246 5843 9391 9389 14333 9385
4497,11558 11576 9138 17457 9081 11539 17442 11489 16364 11587
4498,3994 3992 1720 1715 4009 1709 1547 1722 6118 1669
4499,758 1890 11157 17417 17540 4395 13878 17395 7693 7679
4500,4265 12943 13237 10943 5326 5392 5388 183 5364 5401
4501,6354 7001 11057 4853 629 638 4843 654 663 4861
4502,13237 7929 7968 11764 7919 7897 7964 7973 7888 11750
4503,9022 1858 7481 7486 10845 16558 10849 7490 12066 1843
4504,6354 10943 9392 7001 5212 4795 5245 7083 10432 10302
4505,13231 758 4887 1185 1890 2808 14473 12825 12830 1236
4506,9000 13839 5224 18014 4610 9441 4341 15436 5676 5363
4507,16342 11057 14125 3572 5794 17273 4719 10137 1986 3817
4508,2204 2178 10943 13231 6354 7001 15612 13898 6349 6344
4509,9392 5212 6339 6461 17395 17540 3853 13878 11157 2089
4510,758 6118 1661 4009 6103 1669 6112 6071 4022 4029
4511,11408 14060 10338 11281 15361 8827 2178 17228 5367 14168
4512,331 329 4861 4853 5733 4843 344 339 5221 333
4513,16477 17614 13755 16470 12617 9968 7570 15938 7553 14260
4514,2182 10349 3870 3872 13677 2187 8319 6304 12906 10348
4515,758 1890 4025 3992 3994 6118 4009 6139 4022 4023
4516,9392 5212 6354 10943 7001 13237 1890 758 13231 6613
4517,17556 17457 8921 8032 8738 17553 9790 8242 17954 10194
4518,2987 4887 1185 5212 11057 4265 10943 16342 4795 13231
4519,10943 9846 7505 10540 17495 17670 16130 8572 10238 9849
4520,10943 6354 7001 3369 6791 3912 6793 13400 16883 17507
4521,4265 12686 15151 3402 745 6292 6293 5786 834 12682
4522,13237 12943 4265 10975 7412 10954 10960 10878 7406 7383
4523,4719 13946 6361 14384 15887 14179 5841 7286 10121 9676
4524,9392 5212 14004 2089 14884 15039 6188 14751 11501 10948
4525,12614 14574 14571 4350 4351 16448 4356 4367 3041 3057
4526,17393 8242 17737 17813 17954 17376 10238 8281 17344 10267
4527,11057 16342 2587 2386 2456 2464 2538 2558 2559 1946
4528,6210 12765 16114 84 3890 10500 3659 7043 7576 2508
4529,12775 2772 9226 2746 2756 9215 2737 9209 2791 2778
4530,3976 3958 6139 1720 3992 4009 1730 1736 1709 3955
4531,8335 14526 8371 8348 8342 17268 8319 8308 8310 17272
4532,14060 10338 10518 15290 10537 10536 10535 10534 10522 10553
4533,758 1890 4265 17729 12908 13374 8054 17740 7423 9846
4534,10943 7001 6354 13231 4448 4430 4530 4495 4538 4468
4535,12457 6754 6623 12825 12356 1446 12473 15368 6724 6947
4536,5015 1742 9865 6202 5880 13526 7702 6579 17585 15685
4537,13576 5367 10338 14060 2843 10943 2204 2178 13884 17343
4538,17214 8245 13804 8292 8291 8288 8284 8277 15010 8299
4539,4265 6071 1730 1607 1605 1725 1736 3953 6063 4055
4540,1946 11057 13237 14102 6404 1521 3154 2538 6016 14109
4541,9392 13231 1890 5212 4719 758 9978 10215 735 12941
4542,6292 921 15145 6293 1005 15109 15079 14358 14998 14955
4543,3659 10500 4795 11471 5363 15103 4341 16624 8728 3712
4544,3953 6041 3994 3992 3976 3958 3955 1547 4022 6039
4545,4531 17385 7819 13915 11011 7815 11010 15281 7812 16838
4546,13231 6354 10943 7001 8326 10338 13237 14060 17333 9807
4547,12398 16530 5832 17202 7785 7607 14073 14257 13552 17029
4548,15467 6881 15473 15426 15617 15471 15424 15709 6854 15342
4549,13237 11198 11208 2988 2986 2985 2990 11206 2978 2979
4550,14382 16476 3968 1665 3965 16482 16481 14374 16469 10709
4551,10834 10540 10754 10678 16210 9790 15703 7828 8417 7978
4552,13231 14060 10338 16342 4265 11057 7355 8139 17442 7347
4553,7681 16114 3890 84 12765 9392 5212 7455 5644 7665
4554,13250 12839 13079 12870 13368 13374 12865 13314 13311 13249
4555,6354 7001 301 6989 7939 11491 7012 17307 17308 5090
4556,12711 17373 756 3188 15244 9352 14818 17019 17908 11409
4557,8526 8522 8543 1571 1565 11788 5737 8545 12936 12908
4558,4719 1870 13231 258 246 169 1742 9865 17585 8502
4559,3659 10500 7001 6354 10943 3243 3238 3248 14532 3242
4560,4887 1185 2987 13237 17557 3976 6161 7677 14845 2746
4561,10943 7001 6354 11057 2178 2204 2084 9425 9426 9423
4562,6710 15579 6746 6741 2504 6739 6728 11584 2528 6761
4563,13231 16342 11057 11680 8052 6934 13898 2158 735 13286
4564,14474 17507 16832 15120 9995 15800 14697 10700 12058 10692
4565,2843 10692 10707 10593 10607 10608 10620 10645 10571 10700
4566,7332 758 8446 10309 6349 6477 9527 7638 4569 6344
4567,15831 12556 14448 15880 6493 14397 14456 12548 12575 14868
4568,5212 9392 13237 1709 12543 8118 10645 1715 4009 1619
4569,758 1890 2843 10338 14060 13576 5367 5250 4795 2987
4570,6354 7001 10943 4887 2987 4393 579 5665 5670 4412
4571,1722 7481 7463 7464 1715 1720 1709 1730 7486 13004
4572,16342 11057 8326 4190 5234 5207 5209 5213 5221 606
4573,13231 10943 14329 14367 14362 14349 14347 14338 14400 10172
4574,4265 4795 16041 10181 15639 1647 10172 10171 10184 15230
4575,7001 10943 6354 14060 10338 8326 13231 4719 17381 17578
4576,11057 758 1890 4924 4916 4914 4902 4900 4934 4803
4577,10338 14060 2178 2843 2204 13237 5367 9746 12309 14625
4578,6041 4025 6046 4093 3958 4029 1551 4009 4022 6051
4579,10500 3659 13046 13249 13006 13009 12990 13079 12936 13083
4580,3572 1986 14267 16781 17273 14125 8270 5275 10660 5128
4581,758 1890 4265 5212 13237 8242 9895 17553 17752 16856
4582,5212 9392 758 1890 14587 10976 11214 11262 11273 17188
4583,10500 3659 4791 4770 4853 4843 4803 4865 324 328
4584,10500 10943 6354 7001 758 1890 13237 12695 12663 17584
4585,758 1890 13472 13497 2778 2791 2792 13514 13455 2797
4586,16919 16944 16364 8032 17376 7962 8417 9790 17740 7731
4587,2846 1117 14448 12584 12575 15300 12556 6493 15230 15785
4588,16342 11057 8326 11155 10137 758 11334 1890 9555 14125
4589,1422 1421 4532 4538 1365 4530 1467 1267 4434 1374
4590,11034 17553 10194 16717 17556 8139 7407 8242 16161 17854
4591,17490 14899 13606 12872 13918 17245 16220 16509 15770 17420
4592,1946 14102 14473 14109 14491 14500 1633 1446 14107 2178
4593,758 1890 10878 7481 7486 7490 11414 7495 12442 12412
4594,8560 8571 8543 8545 8547 6394 8507 2482 8496 1348
4595,6354 7001 10943 7577 241 2924 17339 17188 17921 13864
4596,8058 15361 7715 11694 11408 17228 11281 8827 15769 4695
4597,5212 13237 9392 7543 7552 7551 7553 11274 7528 11302
4598,1736 1720 3992 4009 1709 1715 3958 1725 6139 3976
4599,5212 1890 758 9392 13237 11836 11858 11835 9319 11844
4600,9392 1321 453 5724 5291 790 4556 4902 237 1331
4601,758 1890 7083 6589 10302 10432 5245 6940 9392 5212
4602,7089 7035 12275 11896 10831 12199 11829 11394 7356 12348
4603,13237 1607 1605 17631 1569 10620 13497 2177 16846 3694
4604,4265 13237 12060 7051 11064 12066 12062 7064 12015 7075
4605,14449 6530 15785 14448 15831 1117 6493 12584 12556 15230
4606,11401 16861 17740 8921 17737 4878 13738 9849 17729 17751
4607,5367 2843 14060 13576 5250 10338 552 17373 9875 11409
4608,758 1890 8921 7642 17259 16543 8926 17954 16538 10807
4609,758 1890 9392 5212 5557 5506 5474 5463 5432 5460
4610,5212 9392 13237 10309 8545 1879 8547 1052 6205 6838
4611,11057 16342 1446 14491 14500 1633 14109 1946 14107 14102
4612,10831 12101 17330 9325 14744 1715 17333 9327 16646 9329
4613,14448 14449 3855 6016 5635 746 745 15230 5399 6006
4614,12516 16197 7625 3428 7617 16646 16200 3433 16207 12199
4615,6567 271 2987 4887 1185 17245 14899 16220 12138 12465
4616,15893 3814 4025 16832 16834 12277 12281 16839 8976 13044
4617,566 5130 538 5166 549 5186 5105 5110 517 579
4618,14060 5367 10338 5250 13576 16342 2843 11057 9392 13237
4619,6261 12707 14315 1665 14998 14963 15119 12682 6404 1080
4620,17421 5632 7851 1623 998 9306 232 5928 763 17126
4621,4265 4719 4545 823 824 825 838 757 895 4571
4622,5801 1140 5326 5324 1467 5797 4299 1030 4653 4659
4623,11694 3342 18056 4222 4645 4650 5241 5234 4220 4240
4624,14037 7319 15750 17235 10807 7309 14029 7828 17813 10843
4625,1185 4887 2987 10432 5245 6940 10302 7083 8632 8635
4626,758 1890 4265 4719 3992 3953 6046 4022 3976 6063
4627,1858 16374 8033 16386 16384 16383 16391 10849 10845 10831
4628,758 1890 15071 6978 6965 6967 6968 6973 15074 15070
4629,13231 8326 4719 13576 2843 10338 5367 14060 5250 14125
4630,758 1890 4795 169 8326 8441 16957 16959 8431 6403
4631,4719 1890 758 16342 11057 9567 10976 1433 2068 11273
4632,10121 13310 14179 13946 14384 15887 11408 7715 11281 15769
4633,4395 11694 11692 12584 12682 12556 12575 745 12665 12686
4634,8242 10060 17740 17495 17907 17911 17381 17751 17954 17830
4635,4287 15625 11386 13604 4291 4290 15652 10272 15617 13588
4636,11057 16342 5165 4610 5363 1239 9601 5910 18014 11471
4637,1890 758 5212 9392 11057 16342 4719 4149 4711 6011
4638,11057 8326 3712 5165 9601 5363 1801 11471 8728 15436
4639,758 1890 1648 17495 6453 6406 17089 1661 6379 6481
4640,5212 9392 1890 758 12820 12825 12807 12748 12473 12410
4641,10943 16342 11057 6354 7001 8270 11334 2770 10137 3817
4642,13231 1492 9125 15376 17340 11027 15763 3962 12845 3964
4643,17409 17412 17308 17344 17376 17381 17259 17411 11034 17442
4644,12944 7308 7329 12937 16751 16765 1858 16745 12951 7356
4645,17752 17751 5399 12227 10238 13449 17759 5434 819 834
4646,2544 2538 14473 14851 1229 2671 1232 2386 1402 2558
4647,2510 12534 15969 13907 13093 15874 7599 12478 3007 13139
4648,13231 10976 2381 14587 11214 597 5823 9118 11262 4764
4649,4719 11501 4395 3853 11840 11694 11692 12456 11453 6188
4650,7001 6354 10943 8834 8838 13087 10754 10753 15676 9258
4651,3799 15148 8161 15508 5245 7083 17012 10432 17421 5928
4652,834 5434 3855 6292 6293 3511 14285 5603 3223 3154
4653,3659 10500 758 1890 3543 7988 7991 3552 3549 7987
4654,1870 17585 10123 6922 6202 5880 731 8841 7702 5015
4655,16342 11057 10267 9403 9849 9855 8681 9722 10066 9402
4656,4887 2987 1661 6139 6112 4009 1669 3958 1648 1619
4657,4861 4220 272 824 823 4222 5718 4614 453 5723
4658,14004 3759 1059 14751 6188 11501 2089 1189 10948 15039
4659,8666 16494 14405 14414 8920 9280 14419 9275 14439 16522
4660,758 1890 13237 7107 9606 7101 7116 7096 16280 7117
4661,758 5212 9392 1890 4149 4743 344 895 4495 331
4662,8326 13237 9312 9327 3847 9325 2636 2637 9319 3848
4663,14060 5250 5367 10338 2843 13576 1742 17961 731 6579
4664,246 169 12107 5957 12119 12117 12116 5953 5954 12120
4665,7001 6354 10943 5428 6050 5823 5643 7305 4764 2068
4666,4887 2987 1185 11943 16957 16959 10197 16954 3347 2187
4667,1059 12456 14751 3342 17395 14884 11501 2089 10948 17417
4668,5367 5250 10338 14060 10267 10066 17954 17048 17751 14029
4669,12383 6535 10954 8425 1964 1965 16457 14195 1968 7691
4670,1946 6891 6016 14397 3452 12473 3459 6006 6493 6947
